Internship_ID,Domain,Student_ID,University,Year_of_Study,Program,Application_Date,Status,Participation,Clicks_on_Internship
165,Data Science,S1831,IIT Delhi,4th Year,MBA,2030-01-06,Pending,No,31
587,Data Science,S1832,NTU,4th Year,B.Sc,2030-01-07,Accepted,Yes,31
559,Web Development,S1833,Cambridge,3rd Year,M.Tech,2030-01-08,Rejected,No,7
896,Data Science,S1834,Cambridge,2nd Year,MBA,2030-01-09,Accepted,No,8
470,AR/VR,S1835,Harvard,4th Year,M.Tech,2030-01-10,Pending,Yes,15
625,Blockchain,S1836,IIT Delhi,1st Year,MBA,2030-01-11,Rejected,No,3
707,UI/UX Design,S1837,IIT Bombay,1st Year,B.Sc,2030-01-12,Pending,No,25
211,Blockchain,S1838,Berkeley,3rd Year,B.Tech,2030-01-13,Pending,Yes,12
562,UI/UX Design,S1839,IIT Bombay,4th Year,MBA,2030-01-14,Accepted,Yes,6
615,Web Development,S1840,Cambridge,4th Year,B.Tech,2030-01-15,Accepted,No,49
326,Cybersecurity,S1841,Cambridge,2nd Year,M.Sc,2030-01-16,Accepted,No,45
729,Cloud Computing,S1842,IIT Bombay,2nd Year,M.Sc,2030-01-17,Pending,No,5
144,Data Science,S1843,Oxford,1st Year,B.Sc,2030-01-18,Accepted,Yes,16
844,Cybersecurity,S1844,IIT Delhi,1st Year,B.Sc,2030-01-19,Rejected,No,28
902,Embedded Systems,S1845,Harvard,1st Year,M.Sc,2030-01-20,Pending,No,40
987,AR/VR,S1846,NTU,1st Year,M.Tech,2030-01-21,Pending,No,24
774,AR/VR,S1847,Harvard,4th Year,M.Sc,2030-01-22,Accepted,No,29
633,AR/VR,S1848,NTU,1st Year,M.Sc,2030-01-23,Pending,No,48
408,Cloud Computing,S1849,Berkeley,2nd Year,B.Tech,2030-01-24,Rejected,Yes,10
569,AI/ML,S1850,Stanford,4th Year,M.Tech,2030-01-25,Accepted,No,29
758,Cloud Computing,S1851,Oxford,3rd Year,B.Tech,2030-01-26,Rejected,Yes,39
131,Cybersecurity,S1852,Berkeley,2nd Year,M.Sc,2030-01-27,Accepted,No,50
162,Embedded Systems,S1853,NUS,3rd Year,B.Tech,2030-01-28,Accepted,No,3
590,AR/VR,S1854,IIT Bombay,1st Year,MBA,2030-01-29,Pending,No,43
967,Embedded Systems,S1855,IIT Bombay,1st Year,M.Tech,2030-01-30,Pending,Yes,33
511,Cybersecurity,S1856,Berkeley,4th Year,B.Sc,2030-01-31,Accepted,No,50
536,Blockchain,S1857,Harvard,4th Year,M.Tech,2030-02-01,Rejected,No,13
802,Cloud Computing,S1858,Harvard,2nd Year,M.Sc,2030-02-02,Rejected,No,50
210,AI/ML,S1859,IIT Delhi,3rd Year,B.Tech,2030-02-03,Accepted,Yes,14
602,Cybersecurity,S1860,MIT,4th Year,B.Tech,2030-02-04,Rejected,Yes,47
829,IoT,S1861,Harvard,4th Year,M.Tech,2030-02-05,Rejected,No,21
554,Blockchain,S1862,IIT Bombay,3rd Year,MBA,2030-02-06,Pending,Yes,3
175,Data Science,S1863,IIT Delhi,3rd Year,B.Sc,2030-02-07,Accepted,No,37
182,Cybersecurity,S1864,Harvard,1st Year,MBA,2030-02-08,Pending,Yes,1
429,IoT,S1865,NUS,1st Year,M.Tech,2030-02-09,Rejected,Yes,10
722,AR/VR,S1866,NUS,4th Year,M.Tech,2030-02-10,Pending,Yes,22
251,Data Science,S1867,Cambridge,1st Year,B.Sc,2030-02-11,Rejected,Yes,17
167,Embedded Systems,S1868,IIT Delhi,4th Year,M.Tech,2030-02-12,Rejected,Yes,12
229,AI/ML,S1869,Oxford,4th Year,B.Tech,2030-02-13,Rejected,Yes,23
381,UI/UX Design,S1870,Oxford,3rd Year,M.Tech,2030-02-14,Rejected,No,30
739,UI/UX Design,S1871,NUS,4th Year,M.Sc,2030-02-15,Rejected,No,13
748,Web Development,S1872,NTU,4th Year,B.Sc,2030-02-16,Pending,No,42
699,Blockchain,S1873,MIT,4th Year,MBA,2030-02-17,Rejected,No,4
661,AR/VR,S1874,IIT Bombay,1st Year,M.Tech,2030-02-18,Pending,No,26
829,Blockchain,S1875,Stanford,1st Year,MBA,2030-02-19,Rejected,Yes,25
432,UI/UX Design,S1876,Harvard,2nd Year,MBA,2030-02-20,Accepted,No,10
490,Embedded Systems,S1877,MIT,3rd Year,B.Tech,2030-02-21,Accepted,Yes,19
711,Web Development,S1878,Berkeley,2nd Year,M.Sc,2030-02-22,Rejected,Yes,33
643,IoT,S1879,Oxford,4th Year,B.Sc,2030-02-23,Rejected,No,5
401,Data Science,S1880,IIT Delhi,4th Year,MBA,2030-02-24,Rejected,No,15
564,AI/ML,S1881,Stanford,2nd Year,B.Tech,2030-02-25,Accepted,Yes,12
617,AR/VR,S1882,IIT Delhi,3rd Year,M.Tech,2030-02-26,Pending,Yes,41
719,Data Science,S1883,Cambridge,4th Year,MBA,2030-02-27,Pending,Yes,13
540,AI/ML,S1884,Oxford,4th Year,MBA,2030-02-28,Accepted,No,22
201,Cloud Computing,S1885,Cambridge,1st Year,M.Tech,2030-03-01,Pending,Yes,43
912,Cybersecurity,S1886,Cambridge,4th Year,M.Tech,2030-03-02,Rejected,No,47
818,AI/ML,S1887,NUS,4th Year,M.Sc,2030-03-03,Rejected,No,29
217,AI/ML,S1888,NUS,4th Year,B.Tech,2030-03-04,Rejected,No,2
973,Blockchain,S1889,Oxford,2nd Year,M.Tech,2030-03-05,Pending,No,29
770,Embedded Systems,S1890,Cambridge,1st Year,M.Tech,2030-03-06,Pending,Yes,5
766,Cloud Computing,S1891,MIT,4th Year,M.Sc,2030-03-07,Pending,Yes,16
998,Embedded Systems,S1892,IIT Bombay,3rd Year,B.Sc,2030-03-08,Rejected,No,39
887,Blockchain,S1893,Stanford,4th Year,M.Sc,2030-03-09,Pending,Yes,34
664,Blockchain,S1894,Cambridge,4th Year,MBA,2030-03-10,Rejected,No,19
838,Blockchain,S1895,NTU,3rd Year,M.Tech,2030-03-11,Pending,Yes,36
986,Data Science,S1896,Berkeley,3rd Year,B.Sc,2030-03-12,Pending,Yes,11
320,Embedded Systems,S1897,NTU,3rd Year,B.Tech,2030-03-13,Accepted,No,10
540,Embedded Systems,S1898,NTU,1st Year,B.Tech,2030-03-14,Accepted,No,36
562,AR/VR,S1899,NUS,1st Year,B.Sc,2030-03-15,Accepted,Yes,21
333,Web Development,S1900,Harvard,1st Year,B.Tech,2030-03-16,Accepted,Yes,4
523,Cloud Computing,S1901,Oxford,2nd Year,M.Tech,2030-03-17,Pending,No,8
447,Data Science,S1902,Cambridge,3rd Year,B.Tech,2030-03-18,Accepted,No,44
947,Cloud Computing,S1903,Cambridge,3rd Year,M.Tech,2030-03-19,Pending,Yes,5
564,Data Science,S1904,NUS,1st Year,M.Tech,2030-03-20,Rejected,No,27
508,Embedded Systems,S1905,IIT Delhi,3rd Year,M.Tech,2030-03-21,Accepted,No,34
525,Cybersecurity,S1906,IIT Delhi,4th Year,B.Tech,2030-03-22,Rejected,Yes,35
847,Web Development,S1907,Stanford,1st Year,M.Tech,2030-03-23,Pending,No,2
197,Embedded Systems,S1908,IIT Bombay,4th Year,M.Sc,2030-03-24,Pending,Yes,40
420,UI/UX Design,S1909,NTU,3rd Year,M.Sc,2030-03-25,Pending,No,47
537,Blockchain,S1910,Oxford,3rd Year,M.Tech,2030-03-26,Accepted,Yes,11
420,AR/VR,S1911,IIT Delhi,4th Year,M.Tech,2030-03-27,Pending,No,47
781,Data Science,S1912,Harvard,3rd Year,M.Sc,2030-03-28,Rejected,No,21
361,Cloud Computing,S1913,Harvard,1st Year,B.Tech,2030-03-29,Pending,Yes,24
483,Blockchain,S1914,Cambridge,2nd Year,B.Sc,2030-03-30,Pending,No,3
256,Cybersecurity,S1915,IIT Bombay,2nd Year,B.Sc,2030-03-31,Accepted,Yes,10
803,AI/ML,S1916,NTU,2nd Year,MBA,2030-04-01,Pending,Yes,7
585,Cybersecurity,S1917,NTU,3rd Year,M.Tech,2030-04-02,Rejected,No,44
168,Data Science,S1918,IIT Bombay,1st Year,M.Tech,2030-04-03,Rejected,Yes,15
193,Blockchain,S1919,Stanford,1st Year,M.Tech,2030-04-04,Accepted,No,1
951,Data Science,S1920,Stanford,3rd Year,B.Sc,2030-04-05,Accepted,No,25
187,IoT,S1921,Harvard,1st Year,M.Tech,2030-04-06,Rejected,No,1
195,AR/VR,S1922,Cambridge,3rd Year,M.Sc,2030-04-07,Pending,No,37
542,AR/VR,S1923,Berkeley,2nd Year,M.Tech,2030-04-08,Rejected,Yes,4
198,AI/ML,S1924,Cambridge,1st Year,MBA,2030-04-09,Accepted,Yes,25
862,Cloud Computing,S1925,Cambridge,3rd Year,MBA,2030-04-10,Accepted,Yes,50
856,Web Development,S1926,Oxford,1st Year,M.Sc,2030-04-11,Rejected,Yes,37
481,Data Science,S1927,Oxford,4th Year,B.Sc,2030-04-12,Accepted,No,8
931,AI/ML,S1928,NTU,4th Year,M.Tech,2030-04-13,Rejected,Yes,15
233,Web Development,S1929,IIT Bombay,4th Year,MBA,2030-04-14,Rejected,Yes,49
669,AI/ML,S1930,Oxford,3rd Year,B.Sc,2030-04-15,Rejected,No,41
161,Web Development,S1931,IIT Delhi,1st Year,B.Tech,2030-04-16,Pending,No,3
700,IoT,S1932,Cambridge,4th Year,MBA,2030-04-17,Pending,No,37
675,UI/UX Design,S1933,NTU,1st Year,B.Sc,2030-04-18,Pending,No,35
675,Embedded Systems,S1934,NUS,3rd Year,B.Sc,2030-04-19,Rejected,No,5
437,Embedded Systems,S1935,IIT Delhi,4th Year,M.Tech,2030-04-20,Accepted,No,2
786,Cloud Computing,S1936,IIT Bombay,4th Year,B.Sc,2030-04-21,Rejected,Yes,42
225,Web Development,S1937,Harvard,3rd Year,B.Sc,2030-04-22,Accepted,No,31
520,UI/UX Design,S1938,Harvard,1st Year,B.Sc,2030-04-23,Pending,No,37
462,Web Development,S1939,MIT,4th Year,M.Sc,2030-04-24,Rejected,No,42
994,Cloud Computing,S1940,Harvard,1st Year,M.Sc,2030-04-25,Rejected,No,25
781,Data Science,S1941,Berkeley,2nd Year,B.Sc,2030-04-26,Pending,No,19
868,AI/ML,S1942,Oxford,3rd Year,M.Tech,2030-04-27,Rejected,Yes,44
533,UI/UX Design,S1943,Stanford,4th Year,B.Sc,2030-04-28,Rejected,No,40
988,Blockchain,S1944,Berkeley,3rd Year,B.Tech,2030-04-29,Rejected,No,25
838,Cloud Computing,S1945,Harvard,2nd Year,B.Sc,2030-04-30,Pending,Yes,29
152,Embedded Systems,S1946,IIT Bombay,3rd Year,B.Sc,2030-05-01,Accepted,Yes,48
394,Data Science,S1947,Stanford,3rd Year,B.Tech,2030-05-02,Accepted,No,16
714,Cloud Computing,S1948,Stanford,4th Year,MBA,2030-05-03,Rejected,No,44
419,AR/VR,S1949,Stanford,2nd Year,M.Sc,2030-05-04,Accepted,No,32
460,Data Science,S1950,IIT Delhi,4th Year,M.Sc,2030-05-05,Accepted,Yes,40
206,IoT,S1951,NUS,1st Year,M.Tech,2030-05-06,Accepted,Yes,17
691,IoT,S1952,MIT,2nd Year,M.Sc,2030-05-07,Accepted,No,23
619,Embedded Systems,S1953,MIT,3rd Year,M.Tech,2030-05-08,Rejected,No,41
317,UI/UX Design,S1954,IIT Bombay,3rd Year,MBA,2030-05-09,Pending,Yes,30
258,AI/ML,S1955,NUS,1st Year,B.Sc,2030-05-10,Pending,Yes,31
772,IoT,S1956,Stanford,3rd Year,B.Sc,2030-05-11,Pending,No,10
593,AR/VR,S1957,Stanford,4th Year,MBA,2030-05-12,Rejected,No,30
329,Web Development,S1958,Oxford,2nd Year,B.Sc,2030-05-13,Rejected,No,35
967,UI/UX Design,S1959,NTU,1st Year,MBA,2030-05-14,Accepted,No,24
210,Web Development,S1960,Harvard,1st Year,B.Sc,2030-05-15,Pending,No,15
458,Cloud Computing,S1961,Stanford,3rd Year,M.Sc,2030-05-16,Rejected,No,10
965,Data Science,S1962,IIT Bombay,3rd Year,M.Sc,2030-05-17,Accepted,Yes,19
669,AR/VR,S1963,Oxford,1st Year,B.Sc,2030-05-18,Pending,Yes,41
476,Data Science,S1964,Berkeley,4th Year,B.Tech,2030-05-19,Rejected,Yes,47
217,Cybersecurity,S1965,Berkeley,4th Year,MBA,2030-05-20,Accepted,No,12
880,Embedded Systems,S1966,Oxford,2nd Year,M.Tech,2030-05-21,Pending,No,25
385,AI/ML,S1967,IIT Delhi,3rd Year,B.Sc,2030-05-22,Pending,No,17
687,AI/ML,S1968,Harvard,1st Year,M.Tech,2030-05-23,Rejected,Yes,11
331,AI/ML,S1969,Harvard,3rd Year,M.Tech,2030-05-24,Accepted,No,24
926,Cybersecurity,S1970,NUS,3rd Year,M.Tech,2030-05-25,Pending,No,48
539,AI/ML,S1971,Harvard,4th Year,B.Tech,2030-05-26,Rejected,Yes,2
965,IoT,S1972,MIT,3rd Year,B.Tech,2030-05-27,Accepted,No,28
674,UI/UX Design,S1973,MIT,2nd Year,M.Sc,2030-05-28,Pending,Yes,20
885,Blockchain,S1974,Cambridge,4th Year,MBA,2030-05-29,Rejected,No,10
938,Web Development,S1975,Cambridge,4th Year,B.Sc,2030-05-30,Pending,Yes,3
736,Web Development,S1976,IIT Delhi,3rd Year,B.Sc,2030-05-31,Accepted,Yes,30
728,AI/ML,S1977,IIT Delhi,4th Year,B.Sc,2030-06-01,Rejected,No,27
791,Embedded Systems,S1978,NUS,2nd Year,B.Sc,2030-06-02,Rejected,Yes,46
758,Blockchain,S1979,Oxford,1st Year,MBA,2030-06-03,Pending,Yes,35
670,Cybersecurity,S1980,NUS,2nd Year,B.Sc,2030-06-04,Accepted,Yes,15
126,UI/UX Design,S1981,IIT Delhi,4th Year,B.Sc,2030-06-05,Rejected,No,26
723,Cybersecurity,S1982,Harvard,2nd Year,MBA,2030-06-06,Accepted,Yes,9
773,Blockchain,S1983,NUS,4th Year,M.Sc,2030-06-07,Accepted,Yes,41
949,UI/UX Design,S1984,Harvard,3rd Year,B.Tech,2030-06-08,Pending,No,23
810,Cloud Computing,S1985,NTU,4th Year,B.Sc,2030-06-09,Accepted,No,14
373,Data Science,S1986,NTU,1st Year,B.Tech,2030-06-10,Pending,No,26
129,AR/VR,S1987,IIT Delhi,2nd Year,B.Tech,2030-06-11,Accepted,Yes,27
284,UI/UX Design,S1988,NTU,3rd Year,B.Sc,2030-06-12,Pending,No,27
379,Data Science,S1989,IIT Bombay,4th Year,M.Sc,2030-06-13,Pending,No,30
819,Embedded Systems,S1990,NUS,2nd Year,M.Tech,2030-06-14,Rejected,No,47
880,AI/ML,S1991,NUS,2nd Year,M.Tech,2030-06-15,Pending,No,29
416,Web Development,S1992,Oxford,2nd Year,B.Sc,2030-06-16,Rejected,Yes,29
447,Cybersecurity,S1993,Cambridge,3rd Year,MBA,2030-06-17,Pending,No,25
459,Embedded Systems,S1994,IIT Delhi,4th Year,MBA,2030-06-18,Accepted,No,30
106,AI/ML,S1995,NUS,4th Year,M.Sc,2030-06-19,Rejected,Yes,24
285,Blockchain,S1996,Berkeley,3rd Year,B.Sc,2030-06-20,Accepted,No,22
990,Data Science,S1997,Stanford,1st Year,MBA,2030-06-21,Accepted,No,21
246,IoT,S1998,IIT Delhi,2nd Year,B.Tech,2030-06-22,Accepted,No,43
679,Cloud Computing,S1999,Oxford,4th Year,B.Sc,2030-06-23,Accepted,No,26
